"","0.05Fixed4.6","0.05Fixed6.4","0.05Fixed8.2","0.05Tracking4.6","0.05Tracking6.4","0.05Tracking8.2","0.10Fixed4.6","0.10Fixed6.4","0.10Fixed8.2","0.10Tracking4.6","0.10Tracking6.4","0.10Tracking8.2","0.30Fixed4.6","0.30Fixed6.4","0.30Fixed8.2","0.30Tracking4.6","0.30Tracking6.4","0.30Tracking8.2","0.50Fixed4.6","0.50Fixed6.4","0.50Fixed8.2","0.50Tracking4.6","0.50Tracking6.4","0.50Tracking8.2","0.60Fixed4.6","0.60Fixed6.4","0.60Fixed8.2","0.60Tracking4.6","0.60Tracking6.4","0.60Tracking8.2","0.70Fixed4.6","0.70Fixed6.4","0.70Fixed8.2","0.70Tracking4.6","0.70Tracking6.4","0.70Tracking8.2","0.80Fixed4.6","0.80Fixed6.4","0.80Fixed8.2","0.80Tracking4.6","0.80Tracking6.4","0.80Tracking8.2","0.85Fixed4.6","0.85Fixed6.4","0.85Fixed8.2","0.85Tracking4.6","0.85Tracking6.4","0.85Tracking8.2"
"0.0491.3Central",18206.52,18206.52,18206.52,18206.52,18206.52,18206.52,16609.78,16132.51,15239.93,16639.07,16288.86,15938.65,11817.9,9908.79,6338.49,11935.37,10534.52,9133.68,7025.6,3684.65,-2563.36,7230.69,4779.21,2327.73,3831.15,-464.36,-8497.52,4094.62,942.72,-2209.17,2233.9,-2538.89,-11464.62,2526.61,-975.5,-4477.61,-960.55,-6687.89,-17398.77,-609.41,-4811.94,-9014.47,-960.55,-6687.89,-17398.77,-609.41,-4811.94,-9014.47
"0.0231.4Central",-5201.62,-5201.62,-5201.62,-5201.62,-5201.62,-5201.62,-7591.68,-8068.96,-8961.53,-7686.7,-8036.91,-8387.12,-14762.8,-16671.92,-20242.21,-15142.68,-16543.52,-17944.36,-21934.17,-25275.12,-31523.13,-22599.22,-25050.69,-27502.17,-26714.84,-31010.34,-39043.5,-27570.02,-30721.92,-33873.82,-29105.19,-33877.97,-42803.7,-30055.41,-33557.52,-37059.63,-33885.86,-39613.2,-50324.07,-35026.19,-39228.72,-43431.25,-33885.86,-39613.2,-50324.07,-35026.19,-39228.72,-43431.25
"0.0331.4Central",-5201.62,-5201.62,-5201.62,-5201.62,-5201.62,-5201.62,-7195.02,-7672.3,-8564.87,-7227.89,-7578.1,-7928.31,-13176.52,-15085.64,-18655.93,-13307.73,-14708.57,-16109.41,-19158.36,-22499.31,-28747.32,-19388.34,-21839.81,-24291.29,-23145.92,-27441.42,-35474.58,-23441.77,-26593.67,-29745.57,-25139.72,-29912.5,-38838.23,-25468.47,-28970.58,-32472.69,-29127.28,-34854.62,-45565.49,-29521.87,-33724.4,-37926.93,-29127.28,-34854.62,-45565.49,-29521.87,-33724.4,-37926.93
"0.0431.4Central",-5201.62,-5201.62,-5201.62,-5201.62,-5201.62,-5201.62,-6798.36,-7275.64,-8168.21,-6769.08,-7119.29,-7469.5,-11590.24,-13499.36,-17069.65,-11472.78,-12873.62,-14274.46,-16382.55,-19723.5,-25971.51,-16177.46,-18628.93,-21080.41,-19577,-23872.5,-31905.66,-19313.52,-22465.42,-25617.32,-21174.25,-25947.03,-34872.76,-20881.53,-24383.64,-27885.75,-24368.7,-30096.04,-40806.91,-24017.55,-28220.08,-32422.61,-24368.7,-30096.04,-40806.91,-24017.55,-28220.08,-32422.61
"0.0261.4Central",7713.38,7713.38,7713.38,7713.38,7713.38,7713.38,5323.32,4846.04,3953.47,5228.3,4878.09,4527.88,-1847.8,-3756.92,-7327.21,-2227.68,-3628.52,-5029.36,-9019.17,-12360.12,-18608.13,-9684.22,-12135.69,-14587.17,-13799.84,-18095.34,-26128.5,-14655.02,-17806.92,-20958.82,-16190.19,-20962.97,-29888.7,-17140.41,-20642.52,-24144.63,-20970.86,-26698.2,-37409.07,-22111.19,-26313.72,-30516.25,-20970.86,-26698.2,-37409.07,-22111.19,-26313.72,-30516.25
"0.0361.4Central",7713.38,7713.38,7713.38,7713.38,7713.38,7713.38,5719.98,5242.7,4350.13,5687.11,5336.9,4986.69,-261.52,-2170.64,-5740.93,-392.73,-1793.57,-3194.41,-6243.36,-9584.31,-15832.32,-6473.34,-8924.81,-11376.29,-10230.92,-14526.42,-22559.58,-10526.77,-13678.67,-16830.57,-12224.72,-16997.5,-25923.23,-12553.47,-16055.58,-19557.69,-16212.28,-21939.62,-32650.49,-16606.87,-20809.4,-25011.93,-16212.28,-21939.62,-32650.49,-16606.87,-20809.4,-25011.93
"0.0461.4Central",7713.38,7713.38,7713.38,7713.38,7713.38,7713.38,6116.64,5639.36,4746.79,6145.92,5795.71,5445.5,1324.76,-584.36,-4154.65,1442.22,41.38,-1359.46,-3467.55,-6808.5,-13056.51,-3262.46,-5713.93,-8165.41,-6662,-10957.5,-18990.66,-6398.52,-9550.42,-12702.32,-8259.25,-13032.03,-21957.76,-7966.53,-11468.64,-14970.75,-11453.7,-17181.04,-27891.91,-11102.55,-15305.08,-19507.61,-11453.7,-17181.04,-27891.91,-11102.55,-15305.08,-19507.61
"0.0291.4Central",20628.38,20628.38,20628.38,20628.38,20628.38,20628.38,18238.32,17761.04,16868.47,18143.3,17793.09,17442.88,11067.2,9158.08,5587.79,10687.32,9286.48,7885.64,3895.83,554.88,-5693.13,3230.78,779.31,-1672.17,-884.84,-5180.34,-13213.5,-1740.02,-4891.92,-8043.82,-3275.19,-8047.97,-16973.7,-4225.41,-7727.52,-11229.63,-8055.86,-13783.2,-24494.07,-9196.19,-13398.72,-17601.25,-8055.86,-13783.2,-24494.07,-9196.19,-13398.72,-17601.25
"0.0391.4Central",20628.38,20628.38,20628.38,20628.38,20628.38,20628.38,18634.98,18157.7,17265.13,18602.11,18251.9,17901.69,12653.48,10744.36,7174.07,12522.27,11121.43,9720.59,6671.64,3330.69,-2917.32,6441.66,3990.19,1538.71,2684.08,-1611.42,-9644.58,2388.23,-763.67,-3915.57,690.28,-4082.5,-13008.23,361.53,-3140.58,-6642.69,-3297.28,-9024.62,-19735.49,-3691.87,-7894.4,-12096.93,-3297.28,-9024.62,-19735.49,-3691.87,-7894.4,-12096.93
"0.0491.4Central",20628.38,20628.38,20628.38,20628.38,20628.38,20628.38,19031.64,18554.36,17661.79,19060.92,18710.71,18360.5,14239.76,12330.64,8760.35,14357.22,12956.38,11555.54,9447.45,6106.5,-141.51,9652.54,7201.07,4749.59,6253,1957.5,-6075.66,6516.48,3364.58,212.68,4655.75,-117.03,-9042.76,4948.47,1446.36,-2055.75,1461.3,-4266.04,-14976.91,1812.45,-2390.08,-6592.61,1461.3,-4266.04,-14976.91,1812.45,-2390.08,-6592.61
"0.0231.5Central",-4624.77,-4624.77,-4624.77,-4624.77,-4624.77,-4624.77,-7014.83,-7492.1,-8384.68,-7109.84,-7460.05,-7810.26,-14185.95,-16095.06,-19665.36,-14565.82,-15966.67,-17367.51,-21357.31,-24698.26,-30946.27,-22022.36,-24473.84,-26925.32,-26137.98,-30433.49,-38466.65,-26993.17,-30145.07,-33296.96,-28528.33,-33301.12,-42226.85,-29478.56,-32980.67,-36482.78,-33309,-39036.34,-49747.22,-34449.34,-38651.87,-42854.4,-33309,-39036.34,-49747.22,-34449.34,-38651.87,-42854.4
"0.0331.5Central",-4624.77,-4624.77,-4624.77,-4624.77,-4624.77,-4624.77,-6618.17,-7095.44,-7988.02,-6651.03,-7001.24,-7351.45,-12599.67,-14508.78,-18079.08,-12730.87,-14131.72,-15532.56,-18581.5,-21922.45,-28170.46,-18811.48,-21262.96,-23714.44,-22569.06,-26864.57,-34897.73,-22864.92,-26016.82,-29168.71,-24562.86,-29335.65,-38261.38,-24891.62,-28393.73,-31895.84,-28550.42,-34277.76,-44988.64,-28945.02,-33147.55,-37350.08,-28550.42,-34277.76,-44988.64,-28945.02,-33147.55,-37350.08
"0.0431.5Central",-4624.77,-4624.77,-4624.77,-4624.77,-4624.77,-4624.77,-6221.51,-6698.78,-7591.36,-6192.22,-6542.43,-6892.64,-11013.39,-12922.5,-16492.8,-10895.92,-12296.77,-13697.61,-15805.69,-19146.64,-25394.65,-15600.6,-18052.08,-20503.56,-19000.14,-23295.65,-31328.81,-18736.67,-21888.57,-25040.46,-20597.39,-25370.18,-34295.91,-20304.68,-23806.79,-27308.9,-23791.84,-29519.18,-40230.06,-23440.7,-27643.23,-31845.76,-23791.84,-29519.18,-40230.06,-23440.7,-27643.23,-31845.76
"0.0261.5Central",9212.73,9212.73,9212.73,9212.73,9212.73,9212.73,6822.67,6345.4,5452.82,6727.66,6377.45,6027.24,-348.45,-2257.56,-5827.86,-728.32,-2129.17,-3530.01,-7519.81,-10860.76,-17108.77,-8184.86,-10636.34,-13087.82,-12300.48,-16595.99,-24629.15,-13155.67,-16307.57,-19459.46,-14690.83,-19463.62,-28389.35,-15641.06,-19143.17,-22645.28,-19471.5,-25198.84,-35909.72,-20611.84,-24814.37,-29016.9,-19471.5,-25198.84,-35909.72,-20611.84,-24814.37,-29016.9
"0.0361.5Central",9212.73,9212.73,9212.73,9212.73,9212.73,9212.73,7219.33,6742.06,5849.48,7186.47,6836.26,6486.05,1237.83,-671.28,-4241.58,1106.63,-294.22,-1695.06,-4744,-8084.95,-14332.96,-4973.98,-7425.46,-9876.94,-8731.56,-13027.07,-21060.23,-9027.42,-12179.32,-15331.21,-10725.36,-15498.15,-24423.88,-11054.12,-14556.23,-18058.34,-14712.92,-20440.26,-31151.14,-15107.52,-19310.05,-23512.58,-14712.92,-20440.26,-31151.14,-15107.52,-19310.05,-23512.58
"0.0461.5Central",9212.73,9212.73,9212.73,9212.73,9212.73,9212.73,7615.99,7138.72,6246.14,7645.28,7295.07,6944.86,2824.11,915,-2655.3,2941.58,1540.73,139.89,-1968.19,-5309.14,-11557.15,-1763.1,-4214.58,-6666.06,-5162.64,-9458.15,-17491.31,-4899.17,-8051.07,-11202.96,-6759.89,-11532.68,-20458.41,-6467.18,-9969.29,-13471.4,-9954.34,-15681.68,-26392.56,-9603.2,-13805.73,-18008.26,-9954.34,-15681.68,-26392.56,-9603.2,-13805.73,-18008.26
"0.0291.5Central",23050.23,23050.23,23050.23,23050.23,23050.23,23050.23,20660.17,20182.9,19290.32,20565.16,20214.95,19864.74,13489.05,11579.94,8009.64,13109.18,11708.33,10307.49,6317.69,2976.74,-3271.27,5652.64,3201.16,749.68,1537.02,-2758.49,-10791.65,681.83,-2470.07,-5621.96,-853.33,-5626.12,-14551.85,-1803.56,-5305.67,-8807.78,-5634,-11361.34,-22072.22,-6774.34,-10976.87,-15179.4,-5634,-11361.34,-22072.22,-6774.34,-10976.87,-15179.4
"0.0391.5Central",23050.23,23050.23,23050.23,23050.23,23050.23,23050.23,21056.83,20579.56,19686.98,21023.97,20673.76,20323.55,15075.33,13166.22,9595.92,14944.13,13543.28,12142.44,9093.5,5752.55,-495.46,8863.52,6412.04,3960.56,5105.94,810.43,-7222.73,4810.08,1658.18,-1493.71,3112.14,-1660.65,-10586.38,2783.38,-718.73,-4220.84,-875.42,-6602.76,-17313.64,-1270.02,-5472.55,-9675.08,-875.42,-6602.76,-17313.64,-1270.02,-5472.55,-9675.08
"0.0491.5Central",23050.23,23050.23,23050.23,23050.23,23050.23,23050.23,21453.49,20976.22,20083.64,21482.78,21132.57,20782.36,16661.61,14752.5,11182.2,16779.08,15378.23,13977.39,11869.31,8528.36,2280.35,12074.4,9622.92,7171.44,8674.86,4379.35,-3653.81,8938.33,5786.43,2634.54,7077.61,2304.82,-6620.91,7370.32,3868.21,366.1,3883.16,-1844.18,-12555.06,4234.3,31.77,-4170.76,3883.16,-1844.18,-12555.06,4234.3,31.77,-4170.76
"0.0231.6Central",-4047.91,-4047.91,-4047.91,-4047.91,-4047.91,-4047.91,-6437.97,-6915.25,-7807.82,-6532.99,-6883.2,-7233.41,-13609.09,-15518.21,-19088.5,-13988.97,-15389.81,-16790.65,-20780.46,-24121.41,-30369.42,-21445.51,-23896.98,-26348.46,-25561.13,-29856.63,-37889.79,-26416.31,-29568.21,-32720.11,-27951.48,-32724.26,-41649.99,-28901.7,-32403.81,-35905.92,-32732.15,-38459.49,-49170.36,-33872.48,-38075.01,-42277.54,-32732.15,-38459.49,-49170.36,-33872.48,-38075.01,-42277.54
"0.0331.6Central",-4047.91,-4047.91,-4047.91,-4047.91,-4047.91,-4047.91,-6041.31,-6518.59,-7411.16,-6074.18,-6424.39,-6774.6,-12022.81,-13931.93,-17502.22,-12154.02,-13554.86,-14955.7,-18004.65,-21345.6,-27593.61,-18234.63,-20686.1,-23137.58,-21992.21,-26287.71,-34320.87,-22288.06,-25439.96,-28591.86,-23986.01,-28758.79,-37684.52,-24314.76,-27816.87,-31318.98,-27973.57,-33700.91,-44411.78,-28368.16,-32570.69,-36773.22,-27973.57,-33700.91,-44411.78,-28368.16,-32570.69,-36773.22
"0.0431.6Central",-4047.91,-4047.91,-4047.91,-4047.91,-4047.91,-4047.91,-5644.65,-6121.93,-7014.5,-5615.37,-5965.58,-6315.79,-10436.53,-12345.65,-15915.94,-10319.07,-11719.91,-13120.75,-15228.84,-18569.79,-24817.8,-15023.75,-17475.22,-19926.7,-18423.29,-22718.79,-30751.95,-18159.81,-21311.71,-24463.61,-20020.54,-24793.32,-33719.05,-19727.82,-23229.93,-26732.04,-23214.99,-28942.33,-39653.2,-22863.84,-27066.37,-31268.9,-23214.99,-28942.33,-39653.2,-22863.84,-27066.37,-31268.9
"0.0261.6Central",10712.09,10712.09,10712.09,10712.09,10712.09,10712.09,8322.03,7844.75,6952.18,8227.01,7876.8,7526.59,1150.91,-758.21,-4328.5,771.03,-629.81,-2030.65,-6020.46,-9361.41,-15609.42,-6685.51,-9136.98,-11588.46,-10801.13,-15096.63,-23129.79,-11656.31,-14808.21,-17960.11,-13191.48,-17964.26,-26889.99,-14141.7,-17643.81,-21145.92,-17972.15,-23699.49,-34410.36,-19112.48,-23315.01,-27517.54,-17972.15,-23699.49,-34410.36,-19112.48,-23315.01,-27517.54
"0.0361.6Central",10712.09,10712.09,10712.09,10712.09,10712.09,10712.09,8718.69,8241.41,7348.84,8685.82,8335.61,7985.4,2737.19,828.07,-2742.22,2605.98,1205.14,-195.7,-3244.65,-6585.6,-12833.61,-3474.63,-5926.1,-8377.58,-7232.21,-11527.71,-19560.87,-7528.06,-10679.96,-13831.86,-9226.01,-13998.79,-22924.52,-9554.76,-13056.87,-16558.98,-13213.57,-18940.91,-29651.78,-13608.16,-17810.69,-22013.22,-13213.57,-18940.91,-29651.78,-13608.16,-17810.69,-22013.22
"0.0461.6Central",10712.09,10712.09,10712.09,10712.09,10712.09,10712.09,9115.35,8638.07,7745.5,9144.63,8794.42,8444.21,4323.47,2414.35,-1155.94,4440.93,3040.09,1639.25,-468.84,-3809.79,-10057.8,-263.75,-2715.22,-5166.7,-3663.29,-7958.79,-15991.95,-3399.81,-6551.71,-9703.61,-5260.54,-10033.32,-18959.05,-4967.82,-8469.93,-11972.04,-8454.99,-14182.33,-24893.2,-8103.84,-12306.37,-16508.9,-8454.99,-14182.33,-24893.2,-8103.84,-12306.37,-16508.9
"0.0291.6Central",25472.09,25472.09,25472.09,25472.09,25472.09,25472.09,23082.03,22604.75,21712.18,22987.01,22636.8,22286.59,15910.91,14001.79,10431.5,15531.03,14130.19,12729.35,8739.54,5398.59,-849.42,8074.49,5623.02,3171.54,3958.87,-336.63,-8369.79,3103.69,-48.21,-3200.11,1568.52,-3204.26,-12129.99,618.3,-2883.81,-6385.92,-3212.15,-8939.49,-19650.36,-4352.48,-8555.01,-12757.54,-3212.15,-8939.49,-19650.36,-4352.48,-8555.01,-12757.54
"0.0391.6Central",25472.09,25472.09,25472.09,25472.09,25472.09,25472.09,23478.69,23001.41,22108.84,23445.82,23095.61,22745.4,17497.19,15588.07,12017.78,17365.98,15965.14,14564.3,11515.35,8174.4,1926.39,11285.37,8833.9,6382.42,7527.79,3232.29,-4800.87,7231.94,4080.04,928.14,5533.99,761.21,-8164.52,5205.24,1703.13,-1798.98,1546.43,-4180.91,-14891.78,1151.84,-3050.69,-7253.22,1546.43,-4180.91,-14891.78,1151.84,-3050.69,-7253.22
"0.0491.6Central",25472.09,25472.09,25472.09,25472.09,25472.09,25472.09,23875.35,23398.07,22505.5,23904.63,23554.42,23204.21,19083.47,17174.35,13604.06,19200.93,17800.09,16399.25,14291.16,10950.21,4702.2,14496.25,12044.78,9593.3,11096.71,6801.21,-1231.95,11360.19,8208.29,5056.39,9499.46,4726.68,-4199.05,9792.18,6290.07,2787.96,6305.01,577.67,-10133.2,6656.16,2453.63,-1748.9,6305.01,577.67,-10133.2,6656.16,2453.63,-1748.9
"0.0231.7Central",-3471.06,-3471.06,-3471.06,-3471.06,-3471.06,-3471.06,-5861.12,-6338.39,-7230.97,-5956.13,-6306.34,-6656.55,-13032.24,-14941.35,-18511.65,-13412.11,-14812.96,-16213.8,-20203.6,-23544.55,-29792.56,-20868.65,-23320.13,-25771.61,-24984.27,-29279.78,-37312.94,-25839.46,-28991.36,-32143.25,-27374.62,-32147.41,-41073.14,-28324.85,-31826.96,-35329.07,-32155.29,-37882.63,-48593.51,-33295.63,-37498.16,-41700.69,-32155.29,-37882.63,-48593.51,-33295.63,-37498.16,-41700.69
"0.0331.7Central",-3471.06,-3471.06,-3471.06,-3471.06,-3471.06,-3471.06,-5464.46,-5941.73,-6834.31,-5497.32,-5847.53,-6197.74,-11445.96,-13355.07,-16925.37,-11577.16,-12978.01,-14378.85,-17427.79,-20768.74,-27016.75,-17657.77,-20109.25,-22560.73,-21415.35,-25710.86,-33744.02,-21711.21,-24863.11,-28015,-23409.15,-28181.94,-37107.67,-23737.91,-27240.02,-30742.13,-27396.71,-33124.05,-43834.93,-27791.31,-31993.84,-36196.37,-27396.71,-33124.05,-43834.93,-27791.31,-31993.84,-36196.37
"0.0431.7Central",-3471.06,-3471.06,-3471.06,-3471.06,-3471.06,-3471.06,-5067.8,-5545.07,-6437.65,-5038.51,-5388.72,-5738.93,-9859.68,-11768.79,-15339.09,-9742.21,-11143.06,-12543.9,-14651.98,-17992.93,-24240.94,-14446.89,-16898.37,-19349.85,-17846.43,-22141.94,-30175.1,-17582.96,-20734.86,-23886.75,-19443.68,-24216.47,-33142.2,-19150.97,-22653.08,-26155.19,-22638.13,-28365.47,-39076.35,-22286.99,-26489.52,-30692.05,-22638.13,-28365.47,-39076.35,-22286.99,-26489.52,-30692.05
"0.0261.7Central",12211.44,12211.44,12211.44,12211.44,12211.44,12211.44,9821.38,9344.11,8451.53,9726.37,9376.16,9025.95,2650.26,741.15,-2829.15,2270.39,869.54,-531.3,-4521.1,-7862.05,-14110.06,-5186.15,-7637.63,-10089.11,-9301.77,-13597.28,-21630.44,-10156.96,-13308.86,-16460.75,-11692.12,-16464.91,-25390.64,-12642.35,-16144.46,-19646.57,-16472.79,-22200.13,-32911.01,-17613.13,-21815.66,-26018.19,-16472.79,-22200.13,-32911.01,-17613.13,-21815.66,-26018.19
"0.0361.7Central",12211.44,12211.44,12211.44,12211.44,12211.44,12211.44,10218.04,9740.77,8848.19,10185.18,9834.97,9484.76,4236.54,2327.43,-1242.87,4105.34,2704.49,1303.65,-1745.29,-5086.24,-11334.25,-1975.27,-4426.75,-6878.23,-5732.85,-10028.36,-18061.52,-6028.71,-9180.61,-12332.5,-7726.65,-12499.44,-21425.17,-8055.41,-11557.52,-15059.63,-11714.21,-17441.55,-28152.43,-12108.81,-16311.34,-20513.87,-11714.21,-17441.55,-28152.43,-12108.81,-16311.34,-20513.87
"0.0461.7Central",12211.44,12211.44,12211.44,12211.44,12211.44,12211.44,10614.7,10137.43,9244.85,10643.99,10293.78,9943.57,5822.82,3913.71,343.41,5940.29,4539.44,3138.6,1030.52,-2310.43,-8558.44,1235.61,-1215.87,-3667.35,-2163.93,-6459.44,-14492.6,-1900.46,-5052.36,-8204.25,-3761.18,-8533.97,-17459.7,-3468.47,-6970.58,-10472.69,-6955.63,-12682.97,-23393.85,-6604.49,-10807.02,-15009.55,-6955.63,-12682.97,-23393.85,-6604.49,-10807.02,-15009.55
"0.0291.7Central",27893.94,27893.94,27893.94,27893.94,27893.94,27893.94,25503.88,25026.61,24134.03,25408.87,25058.66,24708.45,18332.76,16423.65,12853.35,17952.89,16552.04,15151.2,11161.4,7820.45,1572.44,10496.35,8044.87,5593.39,6380.73,2085.22,-5947.94,5525.54,2373.64,-778.25,3990.38,-782.41,-9708.14,3040.15,-461.96,-3964.07,-790.29,-6517.63,-17228.51,-1930.63,-6133.16,-10335.69,-790.29,-6517.63,-17228.51,-1930.63,-6133.16,-10335.69
"0.0391.7Central",27893.94,27893.94,27893.94,27893.94,27893.94,27893.94,25900.54,25423.27,24530.69,25867.68,25517.47,25167.26,19919.04,18009.93,14439.63,19787.84,18386.99,16986.15,13937.21,10596.26,4348.25,13707.23,11255.75,8804.27,9949.65,5654.14,-2379.02,9653.79,6501.89,3350,7955.85,3183.06,-5742.67,7627.09,4124.98,622.87,3968.29,-1759.05,-12469.93,3573.69,-628.84,-4831.37,3968.29,-1759.05,-12469.93,3573.69,-628.84,-4831.37
"0.0491.7Central",27893.94,27893.94,27893.94,27893.94,27893.94,27893.94,26297.2,25819.93,24927.35,26326.49,25976.28,25626.07,21505.32,19596.21,16025.91,21622.79,20221.94,18821.1,16713.02,13372.07,7124.06,16918.11,14466.63,12015.15,13518.57,9223.06,1189.9,13782.04,10630.14,7478.25,11921.32,7148.53,-1777.2,12214.03,8711.92,5209.81,8726.87,2999.53,-7711.35,9078.01,4875.48,672.95,8726.87,2999.53,-7711.35,9078.01,4875.48,672.95
"0.0231.8Central",-2894.2,-2894.2,-2894.2,-2894.2,-2894.2,-2894.2,-5284.26,-5761.54,-6654.11,-5379.28,-5729.49,-6079.7,-12455.38,-14364.5,-17934.79,-12835.26,-14236.1,-15636.94,-19626.75,-22967.7,-29215.71,-20291.8,-22743.27,-25194.75,-24407.42,-28702.92,-36736.08,-25262.6,-28414.5,-31566.4,-26797.77,-31570.55,-40496.28,-27747.99,-31250.1,-34752.21,-31578.44,-37305.78,-48016.65,-32718.77,-36921.3,-41123.83,-31578.44,-37305.78,-48016.65,-32718.77,-36921.3,-41123.83
"0.0331.8Central",-2894.2,-2894.2,-2894.2,-2894.2,-2894.2,-2894.2,-4887.6,-5364.88,-6257.45,-4920.47,-5270.68,-5620.89,-10869.1,-12778.22,-16348.51,-11000.31,-12401.15,-13801.99,-16850.94,-20191.89,-26439.9,-17080.92,-19532.39,-21983.87,-20838.5,-25134,-33167.16,-21134.35,-24286.25,-27438.15,-22832.3,-27605.08,-36530.81,-23161.05,-26663.16,-30165.27,-26819.86,-32547.2,-43258.07,-27214.45,-31416.98,-35619.51,-26819.86,-32547.2,-43258.07,-27214.45,-31416.98,-35619.51
"0.0431.8Central",-2894.2,-2894.2,-2894.2,-2894.2,-2894.2,-2894.2,-4490.94,-4968.22,-5860.79,-4461.66,-4811.87,-5162.08,-9282.82,-11191.94,-14762.23,-9165.36,-10566.2,-11967.04,-14075.13,-17416.08,-23664.09,-13870.04,-16321.51,-18772.99,-17269.58,-21565.08,-29598.24,-17006.1,-20158,-23309.9,-18866.83,-23639.61,-32565.34,-18574.11,-22076.22,-25578.33,-22061.28,-27788.62,-38499.49,-21710.13,-25912.66,-30115.19,-22061.28,-27788.62,-38499.49,-21710.13,-25912.66,-30115.19
"0.0261.8Central",13710.8,13710.8,13710.8,13710.8,13710.8,13710.8,11320.74,10843.46,9950.89,11225.72,10875.51,10525.3,4149.62,2240.5,-1329.79,3769.74,2368.9,968.06,-3021.75,-6362.7,-12610.71,-3686.8,-6138.27,-8589.75,-7802.42,-12097.92,-20131.08,-8657.6,-11809.5,-14961.4,-10192.77,-14965.55,-23891.28,-11142.99,-14645.1,-18147.21,-14973.44,-20700.78,-31411.65,-16113.77,-20316.3,-24518.83,-14973.44,-20700.78,-31411.65,-16113.77,-20316.3,-24518.83
"0.0361.8Central",13710.8,13710.8,13710.8,13710.8,13710.8,13710.8,11717.4,11240.12,10347.55,11684.53,11334.32,10984.11,5735.9,3826.78,256.49,5604.69,4203.85,2803.01,-245.94,-3586.89,-9834.9,-475.92,-2927.39,-5378.87,-4233.5,-8529,-16562.16,-4529.35,-7681.25,-10833.15,-6227.3,-11000.08,-19925.81,-6556.05,-10058.16,-13560.27,-10214.86,-15942.2,-26653.07,-10609.45,-14811.98,-19014.51,-10214.86,-15942.2,-26653.07,-10609.45,-14811.98,-19014.51
"0.0461.8Central",13710.8,13710.8,13710.8,13710.8,13710.8,13710.8,12114.06,11636.78,10744.21,12143.34,11793.13,11442.92,7322.18,5413.06,1842.77,7439.64,6038.8,4637.96,2529.87,-811.08,-7059.09,2734.96,283.49,-2167.99,-664.58,-4960.08,-12993.24,-401.1,-3553,-6704.9,-2261.83,-7034.61,-15960.34,-1969.11,-5471.22,-8973.33,-5456.28,-11183.62,-21894.49,-5105.13,-9307.66,-13510.19,-5456.28,-11183.62,-21894.49,-5105.13,-9307.66,-13510.19
"0.0291.8Central",30315.8,30315.8,30315.8,30315.8,30315.8,30315.8,27925.74,27448.46,26555.89,27830.72,27480.51,27130.3,20754.62,18845.5,15275.21,20374.74,18973.9,17573.06,13583.25,10242.3,3994.29,12918.2,10466.73,8015.25,8802.58,4507.08,-3526.08,7947.4,4795.5,1643.6,6412.23,1639.45,-7286.28,5462.01,1959.9,-1542.21,1631.56,-4095.78,-14806.65,491.23,-3711.3,-7913.83,1631.56,-4095.78,-14806.65,491.23,-3711.3,-7913.83
"0.0391.8Central",30315.8,30315.8,30315.8,30315.8,30315.8,30315.8,28322.4,27845.12,26952.55,28289.53,27939.32,27589.11,22340.9,20431.78,16861.49,22209.69,20808.85,19408.01,16359.06,13018.11,6770.1,16129.08,13677.61,11226.13,12371.5,8076,42.84,12075.65,8923.75,5771.85,10377.7,5604.92,-3320.81,10048.95,6546.84,3044.73,6390.14,662.8,-10048.07,5995.55,1793.02,-2409.51,6390.14,662.8,-10048.07,5995.55,1793.02,-2409.51
"0.0491.8Central",30315.8,30315.8,30315.8,30315.8,30315.8,30315.8,28719.06,28241.78,27349.21,28748.34,28398.13,28047.92,23927.18,22018.06,18447.77,24044.64,22643.8,21242.96,19134.87,15793.92,9545.91,19339.96,16888.49,14437.01,15940.42,11644.92,3611.76,16203.9,13052,9900.1,14343.17,9570.39,644.66,14635.89,11133.78,7631.67,11148.72,5421.38,-5289.49,11499.87,7297.34,3094.81,11148.72,5421.38,-5289.49,11499.87,7297.34,3094.81
"0.0231.9Central",-2317.35,-2317.35,-2317.35,-2317.35,-2317.35,-2317.35,-4707.41,-5184.68,-6077.26,-4802.42,-5152.63,-5502.84,-11878.53,-13787.64,-17357.94,-12258.4,-13659.25,-15060.09,-19049.89,-22390.84,-28638.85,-19714.94,-22166.42,-24617.9,-23830.56,-28126.07,-36159.23,-24685.75,-27837.65,-30989.54,-26220.91,-30993.7,-39919.43,-27171.14,-30673.25,-34175.36,-31001.58,-36728.92,-47439.8,-32141.92,-36344.45,-40546.98,-31001.58,-36728.92,-47439.8,-32141.92,-36344.45,-40546.98
"0.0331.9Central",-2317.35,-2317.35,-2317.35,-2317.35,-2317.35,-2317.35,-4310.75,-4788.02,-5680.6,-4343.61,-4693.82,-5044.03,-10292.25,-12201.36,-15771.66,-10423.45,-11824.3,-13225.14,-16274.08,-19615.03,-25863.04,-16504.06,-18955.54,-21407.02,-20261.64,-24557.15,-32590.31,-20557.5,-23709.4,-26861.29,-22255.44,-27028.23,-35953.96,-22584.2,-26086.31,-29588.42,-26243,-31970.34,-42681.22,-26637.6,-30840.13,-35042.66,-26243,-31970.34,-42681.22,-26637.6,-30840.13,-35042.66
