"","0.05Fixed4.6","0.05Fixed6.4","0.05Fixed8.2","0.05Tracking4.6","0.05Tracking6.4","0.05Tracking8.2","0.10Fixed4.6","0.10Fixed6.4","0.10Fixed8.2","0.10Tracking4.6","0.10Tracking6.4","0.10Tracking8.2","0.30Fixed4.6","0.30Fixed6.4","0.30Fixed8.2","0.30Tracking4.6","0.30Tracking6.4","0.30Tracking8.2","0.50Fixed4.6","0.50Fixed6.4","0.50Fixed8.2","0.50Tracking4.6","0.50Tracking6.4","0.50Tracking8.2","0.60Fixed4.6","0.60Fixed6.4","0.60Fixed8.2","0.60Tracking4.6","0.60Tracking6.4","0.60Tracking8.2","0.70Fixed4.6","0.70Fixed6.4","0.70Fixed8.2","0.70Tracking4.6","0.70Tracking6.4","0.70Tracking8.2","0.80Fixed4.6","0.80Fixed6.4","0.80Fixed8.2","0.80Tracking4.6","0.80Tracking6.4","0.80Tracking8.2","0.85Fixed4.6","0.85Fixed6.4","0.85Fixed8.2","0.85Tracking4.6","0.85Tracking6.4","0.85Tracking8.2"
"0.03200.7Northern",3553,3553,3553,3553,3553,3553,1067,481,-614,913,483,54,-6395,-8737,-13118,-7009,-8728,-10447,-13857,-17956,-25621,-14932,-17940,-20947,-18831,-24101,-33957,-20214,-24081,-27948,-21318,-27174,-38125,-22854,-27151,-31448,-26292,-33319,-46460,-28136,-33292,-38448,-26292,-33319,-46460,-28136,-33292,-38448
"0.04200.7Northern",3553,3553,3553,3553,3553,3553,1449,864,-231,1351,921,492,-4864,-7206,-11587,-5257,-6976,-8695,-11178,-15277,-22943,-11866,-14874,-17882,-15387,-20657,-30513,-16272,-20139,-24006,-17491,-23347,-34298,-18475,-22772,-27069,-21700,-28727,-41868,-22881,-28037,-33193,-21700,-28727,-41868,-22881,-28037,-33193
"0.02230.7Northern",6409,6409,6409,6409,6409,6409,3540,2954,1859,3331,2901,2472,-5070,-7412,-11792,-5905,-7624,-9343,-13679,-17778,-25444,-15142,-18149,-21157,-19419,-24689,-34545,-21299,-25166,-29033,-22289,-28144,-39095,-24378,-28674,-32971,-28028,-35055,-48196,-30535,-35691,-40847,-28028,-35055,-48196,-30535,-35691,-40847
"0.03230.7Northern",6409,6409,6409,6409,6409,6409,3923,3337,2242,3769,3339,2910,-3539,-5881,-10262,-4153,-5872,-7591,-11001,-15100,-22765,-12076,-15084,-18091,-15975,-21245,-31101,-17358,-21225,-25092,-18462,-24318,-35269,-19998,-24295,-28592,-23436,-30463,-43604,-25280,-30436,-35592,-23436,-30463,-43604,-25280,-30436,-35592
"0.04230.7Northern",6409,6409,6409,6409,6409,6409,4305,3720,2625,4207,3777,3348,-2008,-4350,-8731,-2401,-4120,-5839,-8322,-12421,-20087,-9010,-12018,-15026,-12531,-17801,-27657,-13416,-17283,-21150,-14635,-20491,-31442,-15619,-19916,-24213,-18844,-25871,-39012,-20025,-25181,-30337,-18844,-25871,-39012,-20025,-25181,-30337
"0.02170.8Northern",2311,2311,2311,2311,2311,2311,-558,-1144,-2239,-767,-1197,-1626,-9168,-11510,-15890,-10003,-11722,-13441,-17777,-21876,-29542,-19240,-22247,-25255,-23517,-28787,-38643,-25397,-29264,-33131,-26387,-32242,-43193,-28476,-32772,-37069,-32126,-39153,-52294,-34633,-39789,-44945,-32126,-39153,-52294,-34633,-39789,-44945
"0.03170.8Northern",2311,2311,2311,2311,2311,2311,-175,-761,-1856,-329,-759,-1188,-7637,-9979,-14360,-8251,-9970,-11689,-15099,-19198,-26863,-16174,-19182,-22189,-20073,-25343,-35199,-21456,-25323,-29190,-22560,-28416,-39367,-24096,-28393,-32690,-27534,-34561,-47702,-29378,-34534,-39690,-27534,-34561,-47702,-29378,-34534,-39690
"0.04170.8Northern",2311,2311,2311,2311,2311,2311,207,-378,-1473,109,-321,-750,-6106,-8448,-12829,-6499,-8218,-9937,-12420,-16519,-24185,-13108,-16116,-19124,-16629,-21899,-31755,-17514,-21381,-25248,-18733,-24589,-35540,-19717,-24014,-28311,-22942,-29969,-43110,-24123,-29279,-34435,-22942,-29969,-43110,-24123,-29279,-34435
"0.02200.8Northern",5575,5575,5575,5575,5575,5575,2706,2120,1025,2497,2067,1638,-5904,-8246,-12626,-6739,-8458,-10177,-14513,-18612,-26278,-15976,-18983,-21991,-20253,-25523,-35379,-22133,-26000,-29867,-23123,-28978,-39929,-25212,-29508,-33805,-28862,-35889,-49030,-31369,-36525,-41681,-28862,-35889,-49030,-31369,-36525,-41681
"0.03200.8Northern",5575,5575,5575,5575,5575,5575,3089,2503,1408,2935,2505,2076,-4373,-6715,-11096,-4987,-6706,-8425,-11835,-15934,-23599,-12910,-15918,-18925,-16809,-22079,-31935,-18192,-22059,-25926,-19296,-25152,-36103,-20832,-25129,-29426,-24270,-31297,-44438,-26114,-31270,-36426,-24270,-31297,-44438,-26114,-31270,-36426
"0.04200.8Northern",5575,5575,5575,5575,5575,5575,3471,2886,1791,3373,2943,2514,-2842,-5184,-9565,-3235,-4954,-6673,-9156,-13255,-20921,-9844,-12852,-15860,-13365,-18635,-28491,-14250,-18117,-21984,-15469,-21325,-32276,-16453,-20750,-25047,-19678,-26705,-39846,-20859,-26015,-31171,-19678,-26705,-39846,-20859,-26015,-31171
"0.02230.8Northern",8839,8839,8839,8839,8839,8839,5970,5384,4289,5761,5331,4902,-2640,-4982,-9362,-3475,-5194,-6913,-11249,-15348,-23014,-12712,-15719,-18727,-16989,-22259,-32115,-18869,-22736,-26603,-19859,-25714,-36665,-21948,-26244,-30541,-25598,-32625,-45766,-28105,-33261,-38417,-25598,-32625,-45766,-28105,-33261,-38417
"0.03230.8Northern",8839,8839,8839,8839,8839,8839,6353,5767,4672,6199,5769,5340,-1109,-3451,-7832,-1723,-3442,-5161,-8571,-12670,-20335,-9646,-12654,-15661,-13545,-18815,-28671,-14928,-18795,-22662,-16032,-21888,-32839,-17568,-21865,-26162,-21006,-28033,-41174,-22850,-28006,-33162,-21006,-28033,-41174,-22850,-28006,-33162
"0.04230.8Northern",8839,8839,8839,8839,8839,8839,6735,6150,5055,6637,6207,5778,422,-1920,-6301,29,-1690,-3409,-5892,-9991,-17657,-6580,-9588,-12596,-10101,-15371,-25227,-10986,-14853,-18720,-12205,-18061,-29012,-13189,-17486,-21783,-16414,-23441,-36582,-17595,-22751,-27907,-16414,-23441,-36582,-17595,-22751,-27907
"0.02170.9Northern",3925,3925,3925,3925,3925,3925,1056,470,-625,847,417,-12,-7554,-9896,-14276,-8389,-10108,-11827,-16163,-20262,-27928,-17626,-20633,-23641,-21903,-27173,-37029,-23783,-27650,-31517,-24773,-30628,-41579,-26862,-31158,-35455,-30512,-37539,-50680,-33019,-38175,-43331,-30512,-37539,-50680,-33019,-38175,-43331
"0.03170.9Northern",3925,3925,3925,3925,3925,3925,1439,853,-242,1285,855,426,-6023,-8365,-12746,-6637,-8356,-10075,-13485,-17584,-25249,-14560,-17568,-20575,-18459,-23729,-33585,-19842,-23709,-27576,-20946,-26802,-37753,-22482,-26779,-31076,-25920,-32947,-46088,-27764,-32920,-38076,-25920,-32947,-46088,-27764,-32920,-38076
"0.04170.9Northern",3925,3925,3925,3925,3925,3925,1821,1236,141,1723,1293,864,-4492,-6834,-11215,-4885,-6604,-8323,-10806,-14905,-22571,-11494,-14502,-17510,-15015,-20285,-30141,-15900,-19767,-23634,-17119,-22975,-33926,-18103,-22400,-26697,-21328,-28355,-41496,-22509,-27665,-32821,-21328,-28355,-41496,-22509,-27665,-32821
"0.02200.9Northern",7597,7597,7597,7597,7597,7597,4728,4142,3047,4519,4089,3660,-3882,-6224,-10604,-4717,-6436,-8155,-12491,-16590,-24256,-13954,-16961,-19969,-18231,-23501,-33357,-20111,-23978,-27845,-21101,-26956,-37907,-23190,-27486,-31783,-26840,-33867,-47008,-29347,-34503,-39659,-26840,-33867,-47008,-29347,-34503,-39659
"0.03200.9Northern",7597,7597,7597,7597,7597,7597,5111,4525,3430,4957,4527,4098,-2351,-4693,-9074,-2965,-4684,-6403,-9813,-13912,-21577,-10888,-13896,-16903,-14787,-20057,-29913,-16170,-20037,-23904,-17274,-23130,-34081,-18810,-23107,-27404,-22248,-29275,-42416,-24092,-29248,-34404,-22248,-29275,-42416,-24092,-29248,-34404
"0.04200.9Northern",7597,7597,7597,7597,7597,7597,5493,4908,3813,5395,4965,4536,-820,-3162,-7543,-1213,-2932,-4651,-7134,-11233,-18899,-7822,-10830,-13838,-11343,-16613,-26469,-12228,-16095,-19962,-13447,-19303,-30254,-14431,-18728,-23025,-17656,-24683,-37824,-18837,-23993,-29149,-17656,-24683,-37824,-18837,-23993,-29149
"0.02230.9Northern",11269,11269,11269,11269,11269,11269,8400,7814,6719,8191,7761,7332,-210,-2552,-6932,-1045,-2764,-4483,-8819,-12918,-20584,-10282,-13289,-16297,-14559,-19829,-29685,-16439,-20306,-24173,-17429,-23284,-34235,-19518,-23814,-28111,-23168,-30195,-43336,-25675,-30831,-35987,-23168,-30195,-43336,-25675,-30831,-35987
"0.03230.9Northern",11269,11269,11269,11269,11269,11269,8783,8197,7102,8629,8199,7770,1321,-1021,-5402,707,-1012,-2731,-6141,-10240,-17905,-7216,-10224,-13231,-11115,-16385,-26241,-12498,-16365,-20232,-13602,-19458,-30409,-15138,-19435,-23732,-18576,-25603,-38744,-20420,-25576,-30732,-18576,-25603,-38744,-20420,-25576,-30732
"0.04230.9Northern",11269,11269,11269,11269,11269,11269,9165,8580,7485,9067,8637,8208,2852,510,-3871,2459,740,-979,-3462,-7561,-15227,-4150,-7158,-10166,-7671,-12941,-22797,-8556,-12423,-16290,-9775,-15631,-26582,-10759,-15056,-19353,-13984,-21011,-34152,-15165,-20321,-25477,-13984,-21011,-34152,-15165,-20321,-25477
"0.02171.0Northern",5539,5539,5539,5539,5539,5539,2670,2084,989,2461,2031,1602,-5940,-8282,-12662,-6775,-8494,-10213,-14549,-18648,-26314,-16012,-19019,-22027,-20289,-25559,-35415,-22169,-26036,-29903,-23159,-29014,-39965,-25248,-29544,-33841,-28898,-35925,-49066,-31405,-36561,-41717,-28898,-35925,-49066,-31405,-36561,-41717
"0.03171.0Northern",5539,5539,5539,5539,5539,5539,3053,2467,1372,2899,2469,2040,-4409,-6751,-11132,-5023,-6742,-8461,-11871,-15970,-23635,-12946,-15954,-18961,-16845,-22115,-31971,-18228,-22095,-25962,-19332,-25188,-36139,-20868,-25165,-29462,-24306,-31333,-44474,-26150,-31306,-36462,-24306,-31333,-44474,-26150,-31306,-36462
"0.04171.0Northern",5539,5539,5539,5539,5539,5539,3435,2850,1755,3337,2907,2478,-2878,-5220,-9601,-3271,-4990,-6709,-9192,-13291,-20957,-9880,-12888,-15896,-13401,-18671,-28527,-14286,-18153,-22020,-15505,-21361,-32312,-16489,-20786,-25083,-19714,-26741,-39882,-20895,-26051,-31207,-19714,-26741,-39882,-20895,-26051,-31207
"0.02201.0Northern",9619,9619,9619,9619,9619,9619,6750,6164,5069,6541,6111,5682,-1860,-4202,-8582,-2695,-4414,-6133,-10469,-14568,-22234,-11932,-14939,-17947,-16209,-21479,-31335,-18089,-21956,-25823,-19079,-24934,-35885,-21168,-25464,-29761,-24818,-31845,-44986,-27325,-32481,-37637,-24818,-31845,-44986,-27325,-32481,-37637
"0.03201.0Northern",9619,9619,9619,9619,9619,9619,7133,6547,5452,6979,6549,6120,-329,-2671,-7052,-943,-2662,-4381,-7791,-11890,-19555,-8866,-11874,-14881,-12765,-18035,-27891,-14148,-18015,-21882,-15252,-21108,-32059,-16788,-21085,-25382,-20226,-27253,-40394,-22070,-27226,-32382,-20226,-27253,-40394,-22070,-27226,-32382
"0.04201.0Northern",9619,9619,9619,9619,9619,9619,7515,6930,5835,7417,6987,6558,1202,-1140,-5521,809,-910,-2629,-5112,-9211,-16877,-5800,-8808,-11816,-9321,-14591,-24447,-10206,-14073,-17940,-11425,-17281,-28232,-12409,-16706,-21003,-15634,-22661,-35802,-16815,-21971,-27127,-15634,-22661,-35802,-16815,-21971,-27127
"0.02231.0Northern",13699,13699,13699,13699,13699,13699,10830,10244,9149,10621,10191,9762,2220,-122,-4502,1385,-334,-2053,-6389,-10488,-18154,-7852,-10859,-13867,-12129,-17399,-27255,-14009,-17876,-21743,-14999,-20854,-31805,-17088,-21384,-25681,-20738,-27765,-40906,-23245,-28401,-33557,-20738,-27765,-40906,-23245,-28401,-33557
"0.03231.0Northern",13699,13699,13699,13699,13699,13699,11213,10627,9532,11059,10629,10200,3751,1409,-2972,3137,1418,-301,-3711,-7810,-15475,-4786,-7794,-10801,-8685,-13955,-23811,-10068,-13935,-17802,-11172,-17028,-27979,-12708,-17005,-21302,-16146,-23173,-36314,-17990,-23146,-28302,-16146,-23173,-36314,-17990,-23146,-28302
"0.04231.0Northern",13699,13699,13699,13699,13699,13699,11595,11010,9915,11497,11067,10638,5282,2940,-1441,4889,3170,1451,-1032,-5131,-12797,-1720,-4728,-7736,-5241,-10511,-20367,-6126,-9993,-13860,-7345,-13201,-24152,-8329,-12626,-16923,-11554,-18581,-31722,-12735,-17891,-23047,-11554,-18581,-31722,-12735,-17891,-23047
"0.02171.1Northern",7153,7153,7153,7153,7153,7153,4284,3698,2603,4075,3645,3216,-4326,-6668,-11048,-5161,-6880,-8599,-12935,-17034,-24700,-14398,-17405,-20413,-18675,-23945,-33801,-20555,-24422,-28289,-21545,-27400,-38351,-23634,-27930,-32227,-27284,-34311,-47452,-29791,-34947,-40103,-27284,-34311,-47452,-29791,-34947,-40103
"0.03171.1Northern",7153,7153,7153,7153,7153,7153,4667,4081,2986,4513,4083,3654,-2795,-5137,-9518,-3409,-5128,-6847,-10257,-14356,-22021,-11332,-14340,-17347,-15231,-20501,-30357,-16614,-20481,-24348,-17718,-23574,-34525,-19254,-23551,-27848,-22692,-29719,-42860,-24536,-29692,-34848,-22692,-29719,-42860,-24536,-29692,-34848
"0.04171.1Northern",7153,7153,7153,7153,7153,7153,5049,4464,3369,4951,4521,4092,-1264,-3606,-7987,-1657,-3376,-5095,-7578,-11677,-19343,-8266,-11274,-14282,-11787,-17057,-26913,-12672,-16539,-20406,-13891,-19747,-30698,-14875,-19172,-23469,-18100,-25127,-38268,-19281,-24437,-29593,-18100,-25127,-38268,-19281,-24437,-29593
"0.02201.1Northern",11641,11641,11641,11641,11641,11641,8772,8186,7091,8563,8133,7704,162,-2180,-6560,-673,-2392,-4111,-8447,-12546,-20212,-9910,-12917,-15925,-14187,-19457,-29313,-16067,-19934,-23801,-17057,-22912,-33863,-19146,-23442,-27739,-22796,-29823,-42964,-25303,-30459,-35615,-22796,-29823,-42964,-25303,-30459,-35615
"0.03201.1Northern",11641,11641,11641,11641,11641,11641,9155,8569,7474,9001,8571,8142,1693,-649,-5030,1079,-640,-2359,-5769,-9868,-17533,-6844,-9852,-12859,-10743,-16013,-25869,-12126,-15993,-19860,-13230,-19086,-30037,-14766,-19063,-23360,-18204,-25231,-38372,-20048,-25204,-30360,-18204,-25231,-38372,-20048,-25204,-30360
"0.04201.1Northern",11641,11641,11641,11641,11641,11641,9537,8952,7857,9439,9009,8580,3224,882,-3499,2831,1112,-607,-3090,-7189,-14855,-3778,-6786,-9794,-7299,-12569,-22425,-8184,-12051,-15918,-9403,-15259,-26210,-10387,-14684,-18981,-13612,-20639,-33780,-14793,-19949,-25105,-13612,-20639,-33780,-14793,-19949,-25105
"0.02231.1Northern",16129,16129,16129,16129,16129,16129,13260,12674,11579,13051,12621,12192,4650,2308,-2072,3815,2096,377,-3959,-8058,-15724,-5422,-8429,-11437,-9699,-14969,-24825,-11579,-15446,-19313,-12569,-18424,-29375,-14658,-18954,-23251,-18308,-25335,-38476,-20815,-25971,-31127,-18308,-25335,-38476,-20815,-25971,-31127
"0.03231.1Northern",16129,16129,16129,16129,16129,16129,13643,13057,11962,13489,13059,12630,6181,3839,-542,5567,3848,2129,-1281,-5380,-13045,-2356,-5364,-8371,-6255,-11525,-21381,-7638,-11505,-15372,-8742,-14598,-25549,-10278,-14575,-18872,-13716,-20743,-33884,-15560,-20716,-25872,-13716,-20743,-33884,-15560,-20716,-25872
"0.04231.1Northern",16129,16129,16129,16129,16129,16129,14025,13440,12345,13927,13497,13068,7712,5370,989,7319,5600,3881,1398,-2701,-10367,710,-2298,-5306,-2811,-8081,-17937,-3696,-7563,-11430,-4915,-10771,-21722,-5899,-10196,-14493,-9124,-16151,-29292,-10305,-15461,-20617,-9124,-16151,-29292,-10305,-15461,-20617
"0.02171.2Northern",8767,8767,8767,8767,8767,8767,5898,5312,4217,5689,5259,4830,-2712,-5054,-9434,-3547,-5266,-6985,-11321,-15420,-23086,-12784,-15791,-18799,-17061,-22331,-32187,-18941,-22808,-26675,-19931,-25786,-36737,-22020,-26316,-30613,-25670,-32697,-45838,-28177,-33333,-38489,-25670,-32697,-45838,-28177,-33333,-38489
"0.03171.2Northern",8767,8767,8767,8767,8767,8767,6281,5695,4600,6127,5697,5268,-1181,-3523,-7904,-1795,-3514,-5233,-8643,-12742,-20407,-9718,-12726,-15733,-13617,-18887,-28743,-15000,-18867,-22734,-16104,-21960,-32911,-17640,-21937,-26234,-21078,-28105,-41246,-22922,-28078,-33234,-21078,-28105,-41246,-22922,-28078,-33234
"0.04171.2Northern",8767,8767,8767,8767,8767,8767,6663,6078,4983,6565,6135,5706,350,-1992,-6373,-43,-1762,-3481,-5964,-10063,-17729,-6652,-9660,-12668,-10173,-15443,-25299,-11058,-14925,-18792,-12277,-18133,-29084,-13261,-17558,-21855,-16486,-23513,-36654,-17667,-22823,-27979,-16486,-23513,-36654,-17667,-22823,-27979
"0.02201.2Northern",13663,13663,13663,13663,13663,13663,10794,10208,9113,10585,10155,9726,2184,-158,-4538,1349,-370,-2089,-6425,-10524,-18190,-7888,-10895,-13903,-12165,-17435,-27291,-14045,-17912,-21779,-15035,-20890,-31841,-17124,-21420,-25717,-20774,-27801,-40942,-23281,-28437,-33593,-20774,-27801,-40942,-23281,-28437,-33593
"0.03201.2Northern",13663,13663,13663,13663,13663,13663,11177,10591,9496,11023,10593,10164,3715,1373,-3008,3101,1382,-337,-3747,-7846,-15511,-4822,-7830,-10837,-8721,-13991,-23847,-10104,-13971,-17838,-11208,-17064,-28015,-12744,-17041,-21338,-16182,-23209,-36350,-18026,-23182,-28338,-16182,-23209,-36350,-18026,-23182,-28338
"0.04201.2Northern",13663,13663,13663,13663,13663,13663,11559,10974,9879,11461,11031,10602,5246,2904,-1477,4853,3134,1415,-1068,-5167,-12833,-1756,-4764,-7772,-5277,-10547,-20403,-6162,-10029,-13896,-7381,-13237,-24188,-8365,-12662,-16959,-11590,-18617,-31758,-12771,-17927,-23083,-11590,-18617,-31758,-12771,-17927,-23083
"0.02231.2Northern",18559,18559,18559,18559,18559,18559,15690,15104,14009,15481,15051,14622,7080,4738,358,6245,4526,2807,-1529,-5628,-13294,-2992,-5999,-9007,-7269,-12539,-22395,-9149,-13016,-16883,-10139,-15994,-26945,-12228,-16524,-20821,-15878,-22905,-36046,-18385,-23541,-28697,-15878,-22905,-36046,-18385,-23541,-28697
"0.03231.2Northern",18559,18559,18559,18559,18559,18559,16073,15487,14392,15919,15489,15060,8611,6269,1888,7997,6278,4559,1149,-2950,-10615,74,-2934,-5941,-3825,-9095,-18951,-5208,-9075,-12942,-6312,-12168,-23119,-7848,-12145,-16442,-11286,-18313,-31454,-13130,-18286,-23442,-11286,-18313,-31454,-13130,-18286,-23442
"0.04231.2Northern",18559,18559,18559,18559,18559,18559,16455,15870,14775,16357,15927,15498,10142,7800,3419,9749,8030,6311,3828,-271,-7937,3140,132,-2876,-381,-5651,-15507,-1266,-5133,-9000,-2485,-8341,-19292,-3469,-7766,-12063,-6694,-13721,-26862,-7875,-13031,-18187,-6694,-13721,-26862,-7875,-13031,-18187
"0.02171.3Northern",10381,10381,10381,10381,10381,10381,7512,6926,5831,7303,6873,6444,-1098,-3440,-7820,-1933,-3652,-5371,-9707,-13806,-21472,-11170,-14177,-17185,-15447,-20717,-30573,-17327,-21194,-25061,-18317,-24172,-35123,-20406,-24702,-28999,-24056,-31083,-44224,-26563,-31719,-36875,-24056,-31083,-44224,-26563,-31719,-36875
"0.03171.3Northern",10381,10381,10381,10381,10381,10381,7895,7309,6214,7741,7311,6882,433,-1909,-6290,-181,-1900,-3619,-7029,-11128,-18793,-8104,-11112,-14119,-12003,-17273,-27129,-13386,-17253,-21120,-14490,-20346,-31297,-16026,-20323,-24620,-19464,-26491,-39632,-21308,-26464,-31620,-19464,-26491,-39632,-21308,-26464,-31620
"0.04171.3Northern",10381,10381,10381,10381,10381,10381,8277,7692,6597,8179,7749,7320,1964,-378,-4759,1571,-148,-1867,-4350,-8449,-16115,-5038,-8046,-11054,-8559,-13829,-23685,-9444,-13311,-17178,-10663,-16519,-27470,-11647,-15944,-20241,-14872,-21899,-35040,-16053,-21209,-26365,-14872,-21899,-35040,-16053,-21209,-26365
"0.02201.3Northern",15685,15685,15685,15685,15685,15685,12816,12230,11135,12607,12177,11748,4206,1864,-2516,3371,1652,-67,-4403,-8502,-16168,-5866,-8873,-11881,-10143,-15413,-25269,-12023,-15890,-19757,-13013,-18868,-29819,-15102,-19398,-23695,-18752,-25779,-38920,-21259,-26415,-31571,-18752,-25779,-38920,-21259,-26415,-31571
"0.03201.3Northern",15685,15685,15685,15685,15685,15685,13199,12613,11518,13045,12615,12186,5737,3395,-986,5123,3404,1685,-1725,-5824,-13489,-2800,-5808,-8815,-6699,-11969,-21825,-8082,-11949,-15816,-9186,-15042,-25993,-10722,-15019,-19316,-14160,-21187,-34328,-16004,-21160,-26316,-14160,-21187,-34328,-16004,-21160,-26316
"0.04201.3Northern",15685,15685,15685,15685,15685,15685,13581,12996,11901,13483,13053,12624,7268,4926,545,6875,5156,3437,954,-3145,-10811,266,-2742,-5750,-3255,-8525,-18381,-4140,-8007,-11874,-5359,-11215,-22166,-6343,-10640,-14937,-9568,-16595,-29736,-10749,-15905,-21061,-9568,-16595,-29736,-10749,-15905,-21061
"0.02231.3Northern",20989,20989,20989,20989,20989,20989,18120,17534,16439,17911,17481,17052,9510,7168,2788,8675,6956,5237,901,-3198,-10864,-562,-3569,-6577,-4839,-10109,-19965,-6719,-10586,-14453,-7709,-13564,-24515,-9798,-14094,-18391,-13448,-20475,-33616,-15955,-21111,-26267,-13448,-20475,-33616,-15955,-21111,-26267
"0.03231.3Northern",20989,20989,20989,20989,20989,20989,18503,17917,16822,18349,17919,17490,11041,8699,4318,10427,8708,6989,3579,-520,-8185,2504,-504,-3511,-1395,-6665,-16521,-2778,-6645,-10512,-3882,-9738,-20689,-5418,-9715,-14012,-8856,-15883,-29024,-10700,-15856,-21012,-8856,-15883,-29024,-10700,-15856,-21012
"0.04231.3Northern",20989,20989,20989,20989,20989,20989,18885,18300,17205,18787,18357,17928,12572,10230,5849,12179,10460,8741,6258,2159,-5507,5570,2562,-446,2049,-3221,-13077,1164,-2703,-6570,-55,-5911,-16862,-1039,-5336,-9633,-4264,-11291,-24432,-5445,-10601,-15757,-4264,-11291,-24432,-5445,-10601,-15757
"0.02171.4Northern",11995,11995,11995,11995,11995,11995,9126,8540,7445,8917,8487,8058,516,-1826,-6206,-319,-2038,-3757,-8093,-12192,-19858,-9556,-12563,-15571,-13833,-19103,-28959,-15713,-19580,-23447,-16703,-22558,-33509,-18792,-23088,-27385,-22442,-29469,-42610,-24949,-30105,-35261,-22442,-29469,-42610,-24949,-30105,-35261
"0.03171.4Northern",11995,11995,11995,11995,11995,11995,9509,8923,7828,9355,8925,8496,2047,-295,-4676,1433,-286,-2005,-5415,-9514,-17179,-6490,-9498,-12505,-10389,-15659,-25515,-11772,-15639,-19506,-12876,-18732,-29683,-14412,-18709,-23006,-17850,-24877,-38018,-19694,-24850,-30006,-17850,-24877,-38018,-19694,-24850,-30006
"0.04171.4Northern",11995,11995,11995,11995,11995,11995,9891,9306,8211,9793,9363,8934,3578,1236,-3145,3185,1466,-253,-2736,-6835,-14501,-3424,-6432,-9440,-6945,-12215,-22071,-7830,-11697,-15564,-9049,-14905,-25856,-10033,-14330,-18627,-13258,-20285,-33426,-14439,-19595,-24751,-13258,-20285,-33426,-14439,-19595,-24751
"0.02201.4Northern",17707,17707,17707,17707,17707,17707,14838,14252,13157,14629,14199,13770,6228,3886,-494,5393,3674,1955,-2381,-6480,-14146,-3844,-6851,-9859,-8121,-13391,-23247,-10001,-13868,-17735,-10991,-16846,-27797,-13080,-17376,-21673,-16730,-23757,-36898,-19237,-24393,-29549,-16730,-23757,-36898,-19237,-24393,-29549
"0.03201.4Northern",17707,17707,17707,17707,17707,17707,15221,14635,13540,15067,14637,14208,7759,5417,1036,7145,5426,3707,297,-3802,-11467,-778,-3786,-6793,-4677,-9947,-19803,-6060,-9927,-13794,-7164,-13020,-23971,-8700,-12997,-17294,-12138,-19165,-32306,-13982,-19138,-24294,-12138,-19165,-32306,-13982,-19138,-24294
"0.04201.4Northern",17707,17707,17707,17707,17707,17707,15603,15018,13923,15505,15075,14646,9290,6948,2567,8897,7178,5459,2976,-1123,-8789,2288,-720,-3728,-1233,-6503,-16359,-2118,-5985,-9852,-3337,-9193,-20144,-4321,-8618,-12915,-7546,-14573,-27714,-8727,-13883,-19039,-7546,-14573,-27714,-8727,-13883,-19039
"0.02231.4Northern",23419,23419,23419,23419,23419,23419,20550,19964,18869,20341,19911,19482,11940,9598,5218,11105,9386,7667,3331,-768,-8434,1868,-1139,-4147,-2409,-7679,-17535,-4289,-8156,-12023,-5279,-11134,-22085,-7368,-11664,-15961,-11018,-18045,-31186,-13525,-18681,-23837,-11018,-18045,-31186,-13525,-18681,-23837
